id,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
i/+LtYZsM0eqS8C+TPVovw==,Caballito,3,1,51,51,135000,Departamento
Go8gDqvv3j7aXFAEywP+Cw==,Caballito,3,2,80,74,284040,Departamento
tytrkzn8ZdBoS0S0X2wmmA==,Caballito,3,2,80,75,257408,Departamento
fVSsu4HmTRxQH/qbq1y+9w==,Caballito,3,2,80,75,273496,Departamento
SJgQ5N5UW8VvrYhB/gCqww==,Caballito,3,3,79,74,277677,Departamento
oYzgC9epcDUEGbcdmGsCxw==,Caballito,3,2,80,75,265452,Departamento
H634kjPY7a2QiMMwFfchAQ==,Caballito,3,2,72,67,231520,Departamento
cnoPypV+d/cLarbwtUCkMA==,Chacarita,3,1,66,60,150000,Departamento
c9GY1Y0PgfHCMJpBWfI5vg==,Colegiales,3,2,83,80,239000,Departamento
oYvAt4UXt5ISfqInqKKeAA==,Colegiales,3,1,66,60,150000,Departamento
q14vB+/iLdsArtDRGvwNuw==,Colegiales,3,2,88,66,265000,Departamento
c9dqsToagoJyl8u7PCh80w==,Tribunales,5,3,116,95,219000,Departamento
LGkbkxc8yTdQKMvVtSB1FA==,Villa Luro,3,1,68,65,190000,Departamento
LXSgOZ9SDTyVX3rrnaytXg==,Barrio Norte,3,1,81,64,270000,Departamento
WHN1Mv9beg4nXY5ELPooCw==,San Nicolás,3,2,70,70,145000,Departamento
vTIgcxnq9LVHostmsyMhBA==,Villa Crespo,3,1,75,55,149000,Departamento
c72ThXvr3WJxDqrQLZ+V8A==,Villa Crespo,3,1,52,52,120000,Departamento
z+2BFKu4HOzKRgfaIzcUPw==,Villa Devoto,3,1,77,73,260000,Departamento
GjoRvnEA82LARsulvg9fRQ==,Constitución,3,1,70,70,79000,Departamento
fu99v4yMYgykYwW/BV2Ofw==,San Cristobal,3,1,60,60,115000,Departamento
QMLLhw1q5QfWl0wyFucBDg==,Villa Urquiza,3,2,59,56,254000,Departamento
/ovxc127hvVo80m9wkw+5A==,Villa Urquiza,3,1,73,66,205000,Departamento
cflVbYTS3xI5CmHxZd24UA==,Villa Urquiza,3,2,59,56,250000,Departamento
oGfwxzCqDaI0zBo9tAKzsw==,Parque Chacabuco,3,1,60,60,109000,Departamento
tIWfKrTKT+F8omAM/iiTdA==,Villa del Parque,3,1,128,70,248000,Departamento
sJSsoCMHupMe8zeujrnKyw==,Parque Centenario,3,1,69,63,155000,Departamento
BqsuqUuRw524YovU68Vwrw==,Villa Pueyrredón,3,1,111,52,195000,Departamento
e4q/QhpQaoDl8ilHLUEuug==,Centro / Microcentro,5,2,75,75,180000,Departamento
F+oYo7/VPpzkCOSvXhQMMA==,Almagro,4,2,102,102,255000,PH
Vg8zU4H+OgGtKeBvuDXHhg==,Belgrano,4,1,183,166,490000,Casa
Uz0IG+3xNOdtqOjvzCydEw==,Mataderos,4,2,200,160,295000,Casa
uS3m3MGX8I9oQDh1gcfQ9Q==,Colegiales,4,3,210,150,385000,Casa
pDfY1i9pQkysWMiyLwgq3Q==,Villa Urquiza,4,1,126,86,270000,Casa
VgovNM9ltwjIXYCqJ4hDKQ==,Villa Pueyrredón,6,2,270,220,320000,Casa
GCu3B9WyZUopueAqE+HwQg==,Once,4,1,130,122,170000,Departamento
2jhy9Ks0SoqzLof0qi4G9g==,Almagro,4,1,130,122,170000,Departamento
rPFdO4tUBc4fLh8nAmKWCw==,Almagro,4,2,92,92,260000,Departamento
/iJxtkStG6Tq0zQoYMsyvQ==,Palermo,4,2,150,150,499000,Departamento
1roMeGuNwYV+48NLFuOPrQ==,Palermo,4,1,149,142,495000,Departamento
zypHO2KRRyeDlQxbwF+TcA==,Belgrano,4,3,131,102,350000,Departamento
l9ux/Yxss6+O5OicBNVTxg==,Belgrano,4,2,150,150,499000,Departamento
rdq4EpMphLa/QmUQMCPdfA==,Belgrano,4,2,101,90,360000,Departamento
0KRiXwiH2VVt5hytgz0Ngw==,Belgrano,4,4,240,220,670000,Departamento
NQYhJ+UXgG1uQLIfGxB8wg==,Belgrano,4,1,110,100,410000,Departamento
aywxw4eoqw1bgHSVn6fZ1w==,Belgrano,4,2,119,102,500000,Departamento
Sdr+VtLw/Z4a9w8I0WS2kw==,Belgrano,4,3,119,93,398000,Departamento
Zw4yE4h8hleprnrNrOJ/JQ==,Floresta,4,1,130,80,128000,Departamento
DyUUfV/0X1FY+d3v9Y47ZA==,Recoleta,4,3,115,107,260000,Departamento
g7Coetwd/cntcwGeTElfKA==,Recoleta,4,2,101,94,330000,Departamento
aTyZZZwbmb1vk3EPe7sSTw==,Recoleta,4,3,148,135,380000,Departamento
CJ9flCXCNDgvYvSuQ11JdQ==,Recoleta,4,1,119,119,345000,Departamento
uNKFWcGXf/eOaBzCV2utsg==,Balvanera,4,2,111,111,340000,Departamento
/koHzo3N14MIyn1pE6Uocw==,Balvanera,4,2,120,111,360000,Departamento
mThgPITAOoMjbJr5Pysx2w==,Balvanera,4,1,190,140,320000,Departamento
SztV84ImOUEvYsdEELYrUg==,Caballito,4,2,143,130,473600,Departamento
qNMEi7KVIkhOz14ZU0/atQ==,Caballito,4,5,200,175,732500,Departamento
sJTj59pNJo4U/Hl5S2XrFg==,Caballito,4,2,98,98,350000,Departamento
qaHOUNjC/2mJnWFLSUj+9Q==,Monserrat,4,1,101,93,189000,Departamento
qey1hM+hMrnbwb9yuj7phA==,Colegiales,4,2,86,83,275000,Departamento
gPgoIiFJL0EbWvyw8YqGxg==,Tribunales,4,3,131,131,205000,Departamento
W0Vz6MVjv58XojYPNyF3qw==,Barrio Norte,4,1,88,82,234900,Departamento
6UF5xlqaE0og7ByMkEhiIQ==,Las Cañitas,4,1,152,120,495000,Departamento
jVopNHwOwVdeWu9WvGCHdw==,Las Cañitas,4,3,119,93,398000,Departamento
gCFphxPlm8mhazaP8P6TeQ==,Villa Crespo,4,2,99,84,225000,Departamento
uj1cZX0+LfhSvbUtU2A2Ig==,Villa Crespo,4,2,80,64,185000,Departamento
eJU0rYVsstDzRAsuTxU9qw==,Parque Centenario,4,2,98,98,350000,Departamento
aFPBDvr46tK0n4U4pe0zAw==,Palermo,5,3,160,160,375000,PH
nhtzsfSWRXm+h99Cc8NG6g==,Chacarita,5,1,158,158,290000,PH
WY799Eq3mQ41PMW8u+XtWw==,Monserrat,5,2,164,130,275000,PH
3fdMUfK1hMECQH5mrcZlEA==,Almagro,5,1,130,122,170000,Departamento
WuCQSHFBYbLYBEU8AfXK7A==,Recoleta,5,3,270,240,800000,Departamento
hiTNXltLTgy9GoDw6XLgbw==,Recoleta,5,3,141,135,475000,Departamento
NU0EpjipGWdnszgwfRZoYw==,Villa Luro,8,2,172,81,285000,PH
kV7japt+dDmRv5wLzLPpoQ==,Parque Avellaneda,2,1,55,40,125000,PH
0BmK7/RAazWSHuChE9OwWg==,Nuñez,3,3,165,121,379000,Casa
or1KdYR9fjUZxRPvYwc1Nw==,Caballito,1,1,48,40,110000,Casa
qZf4zfDziddLCmri6HBDRw==,Boedo,1,1,35,35,89000,Departamento
0/3MODFdNtKpw/5ckEb60w==,Flores,1,1,61,43,105000,Departamento
n9uB4cPiaR89DnEHzDar5A==,Nuñez,1,1,43,40,178000,Departamento
w4YzZqyPwI9bZhX4HiQi6g==,Almagro,3,2,70,64,189000,Departamento
Ak8xBpKOf3ujGd9UocUTHg==,Palermo,1,1,39,35,115000,Departamento
CRqiV7fNzOHOYZDuUmphTg==,Belgrano,1,1,38,38,131000,Departamento
KcUTKM2u9VdSvz19yuTqbw==,Belgrano,3,1,78,70,215000,Departamento
1nT6RzZeeNCRW2oP3Id8nQ==,Belgrano,3,3,198,178,504000,Departamento
SZdVIzpaDuWBwNYrBmMPAQ==,Belgrano,3,1,88,86,229000,Departamento
05c69NltfYbrfM/XY9hhQA==,Belgrano,2,3,98,76,325000,Departamento
Dzb0lSTMCCwZWywwU9e3AQ==,Belgrano,1,1,40,35,185000,Departamento
xvN4br46oBeYU174wfbsHQ==,Caballito,1,1,44,40,118000,Departamento
2/jVlvONIkZIh9MHjpzyFA==,Caballito,3,1,68,65,165000,Departamento
D02E7/FU7tkftMqpnk+wdg==,Caballito,4,1,90,85,149000,Departamento
AA+JaWijh87mspFzu903uw==,Caballito,1,1,37,34,108500,Departamento
VbGVvN4ZiDhBrYmF2pxcBw==,Villa Luro,1,1,58,51,139500,Departamento
DlKJLr/gB7ZFT7a5lepOAA==,Villa Luro,1,1,59,41,129900,Departamento
av0oqqBMJU2FqYGan1EZww==,Villa Luro,1,1,48,44,110500,Departamento
ft4e2kpl5nqu+Vk11qx/UA==,Villa Luro,1,1,58,50,133500,Departamento
hwO2WRfcW8QDD2gxEafJ5A==,Villa Luro,1,1,58,51,127600,Departamento
tNB4/4hTXJ3o7uBbRtBGmQ==,Barrio Norte,1,1,33,33,115000,Departamento
png1bOXyopwezslgDU7UWg==,Las Cañitas,3,3,196,160,795000,Departamento
oah2cbWwCuz6U+ckAKIalQ==,San Nicolás,1,1,34,34,75000,Departamento
sTePxZ48LrFMqddF0qOckQ==,Villa Crespo,2,1,54,41,142000,Departamento
fhezj1OpjBnEIuMz7zEcRg==,Villa Devoto,1,1,46,43,108200,Departamento
acUMcxaDBb13JkVW8T4j3Q==,Villa Devoto,1,1,60,45,131000,Departamento
nZZlkW3zpBjbzvquHKLWsA==,San Cristobal,1,1,52,48,124109,Departamento
z28Liu7XgJ0u6IXwVoEi5g==,San Cristobal,1,1,38,34,91350,Departamento
uwcpQgopCiuZ24d7VBsJ4g==,San Cristobal,1,1,38,34,93578,Departamento
Pl+SXJ5xbtLjjnq7pf3dNA==,San Cristobal,1,1,52,48,127064,Departamento
umlC1AdpSB0XD29Dnsqxug==,San Cristobal,1,1,52,48,113471,Departamento
ApUi3HybzevgQlghiTzbyg==,San Cristobal,1,1,52,48,130019,Departamento
hugEqyNzR5TC+ExVEHy6ew==,San Cristobal,1,1,39,34,85979,Departamento
sNUfR5dAr4r9IcjYUgaKZg==,San Cristobal,1,1,52,48,115835,Departamento
cbR1xcPgmRxjNTsg18dtwA==,San Cristobal,1,1,52,48,111107,Departamento
eBDp1aydCiI+UsZBpxyMug==,San Cristobal,1,1,43,35,108412,Departamento
UKx/TuL1vXsVdxbmIgj5kQ==,San Cristobal,1,1,38,34,89122,Departamento
fq8nbsXnSkYUKC7/6+HOlA==,San Cristobal,1,1,38,34,83774,Departamento
r/TkMJrrYw9y6WE3WW9oJw==,San Cristobal,1,1,39,34,96040,Departamento
togY3i0TCrj6C053JQz47A==,San Cristobal,1,1,43,39,110933,Departamento
bTSJPu8xWAZzx0otQaRz6w==,San Cristobal,1,1,43,39,96815,Departamento
dceytmNwBjBj+w6W4gkSyQ==,San Cristobal,1,1,52,48,118199,Departamento
NzsUjrBC6qHxP8S52/P5Lg==,San Cristobal,1,1,38,34,95805,Departamento
Tzoep/FcMhJCYTujugiBOA==,San Cristobal,1,1,39,34,100613,Departamento
Xr7lcnqEKPnH3xDGxQtzTA==,San Cristobal,1,1,39,34,93754,Departamento
qkUdecOg53vXaeofAvEMXw==,San Cristobal,1,1,43,39,103370,Departamento
kGMzFxMT35720B4S2HMnBw==,San Cristobal,1,1,39,34,98327,Departamento
yBma8Gi4ojn/oBJcAk99fQ==,Monte Castro,2,1,30,30,95000,PH
dVP6RMq0Z3BS7iWHkTWs4w==,Nuñez,2,2,76,70,360000,Departamento
0VfLu8Sd714UbQmhstgHJg==,Almagro,2,1,37,37,87000,Departamento
vRJYlyzZtIeTV99/IF56ng==,Almagro,2,1,44,44,119000,Departamento
PFHPNTFl0jJQjbMlqJnqVQ==,Almagro,1,1,65,36,130000,Departamento
UqTo+dAlN3uG4esC0+FWPA==,Palermo,2,1,37,37,115000,Departamento
DFN8hUfdSp8yNaGJ7n0NKg==,Palermo,2,1,37,37,115000,Departamento
W/Ey4UX4uczo7OMLg5yLAA==,Palermo,2,2,102,50,255000,Departamento
snRzJ2FmEhUX1Fe8oW9SfQ==,Barracas,2,1,50,44,124000,Departamento
P1fQEsm/ddQ0LG6bcUdd9Q==,Barracas,2,1,50,44,137500,Departamento
6xBaUCBQaI39exMWELMnMg==,Belgrano,2,1,52,52,230000,Departamento
AOIPNgoza2NWdtGkuEcXRg==,Belgrano,2,2,61,53,260000,Departamento
v8hz9Hwd9kfKoVjkh1KrYg==,Belgrano,2,1,38,36,150000,Departamento
Wp39eerh32uSnYFy9t5xYA==,Recoleta,2,1,79,69,480000,Departamento
wCBpLDbXSix4Q9jcH2TJWw==,Recoleta,2,1,68,62,210000,Departamento
2vHVZc3f7O2svjkMCi1HmQ==,Recoleta,2,1,39,39,125000,Departamento
8SzSRreJNoL/TIxg6wsuTw==,Recoleta,2,1,71,41,168000,Departamento
vDJPn7thsO7ppgAvPsC+ew==,Recoleta,2,1,48,48,195000,Departamento
KIv0yRGQ3pAszpKmkFbRNw==,Balvanera,2,1,48,44,88000,Departamento
MR3+1eaNdNKXWg/NYulSYw==,Caballito,2,1,44,44,119000,Departamento
jm3wtPUsY0Nw7ZdMZJfDJg==,Caballito,1,1,36,33,124000,Departamento
T3y39vXsM0vhD3ZTLWQw8A==,San Telmo,1,1,33,33,94600,Departamento
RTY93XVr3zNiwOGQhfxJSA==,Colegiales,2,1,37,37,85000,Departamento
hNw63d3tQ5KaxX3Z780VSg==,Villa Luro,1,1,58,50,130500,Departamento
ng6EQUiV9oPvqa08G0ORvA==,Barrio Norte,2,1,50,50,192000,Departamento
TPSE2UW8jzBgmJWZ12cVlg==,Monte Castro,2,1,51,47,106500,Departamento
w/2z2N1M4QZwPzkvaMYH9A==,San Nicolás,2,1,45,45,135900,Departamento
TT+2v5vPaTEJdhT56SDdrw==,Villa Crespo,2,1,44,44,119000,Departamento
BZ+zw2wKHSoy+mhOIBQ0nw==,Puerto Madero,2,2,70,68,320000,Departamento
bJfROkaRunS7//Qecbq21A==,Puerto Madero,2,2,70,68,320000,Departamento
WGopVSYvYYBGhW+TP7sdlQ==,San Cristobal,2,1,68,56,156194,Departamento
3K+mEd4MpQS4LmvgRRpANg==,San Cristobal,2,1,68,56,170838,Departamento
6FiKYNpWBtoDFzeUq7wCtA==,San Cristobal,2,1,68,56,159449,Departamento
G9IOg2UVIZzj1O9YuJt68A==,San Cristobal,2,1,68,56,178973,Departamento
dnzapXj1nqCz51tfUEKbhQ==,San Cristobal,2,1,67,53,168921,Departamento
udIKtMbdiSgs9EPhfXwFEQ==,San Cristobal,2,1,68,56,162703,Departamento
LECV3+oQ37iPwegPjDpguQ==,San Cristobal,2,1,67,53,172333,Departamento
2tj8OrHyq8tXlrC8q9RU5w==,San Cristobal,2,1,68,56,152941,Departamento
1GZ6x2epLbTJ2IZQcjnINA==,Parque Chacabuco,2,1,40,40,85000,Departamento
YVhB2Rv6PnxljrdBDg59bg==,Parque Chacabuco,2,1,38,38,83000,Departamento
/nW5H7BhjTGeL85xn8hzug==,Villa del Parque,2,1,56,50,164198,Departamento
By67BmpRFlFHh7rytnjiHw==,Parque Centenario,2,1,44,44,119000,Departamento
ym9isJPRTxQQ3JY8JL4UZA==,Villa Pueyrredón,1,1,41,37,105000,Departamento
GH047Z1lPGTAQsWnkqmPhw==,Villa Pueyrredón,2,1,85,45,119000,Departamento
NybZrLX7wQB7stOVy20B7w==,Recoleta,3,1,69,69,220000,PH
Z2Z4nzym9/mROXpITuwL0Q==,Caballito,3,1,62,62,122000,PH
leMm64mYWfzmQISpQ16/lA==,Caballito,3,2,69,69,180000,PH
aRooBITRr//1pm3PdKnC/g==,Villa Urquiza,3,2,76,64,150000,PH
ptkz3T4JQwAgaT2dlipaoA==,Villa Riachuelo,3,1,137,63,129000,PH
ikd3uI+a+lQG8uEqog7dzQ==,Caballito,4,2,105,97,320000,Casa
FD4OedOCh+AuR3W9QAXgpQ==,Parque Chacabuco,4,2,105,97,320000,Casa
nlmobsK581Pix+4FGY+0dA==,Boedo,3,2,97,74,270000,Departamento
YzuCmEQFtQPVFZCQPRB5Kg==,Boedo,3,1,90,60,180000,Departamento
k2AMNpSJDztMcNcIHJNfNg==,Abasto,3,2,90,85,189500,Departamento
pHx0nn2oL7u8Uev4CTTyyw==,Flores,3,1,70,70,125000,Departamento
Q4RDrNeDIfUus8/sPuqE4Q==,Nuñez,3,2,82,66,330000,Departamento
zelVQvMR/nursVuChAdKmw==,Retiro,3,1,128,73,320000,Departamento
R5Xah+ebXur013RHKxjiyA==,Almagro,3,1,54,54,124500,Departamento
YAIubTXUm2Htq8rQV9pvsQ==,Almagro,3,1,90,60,180000,Departamento
QDkMZL01oFDX5slPVFaNWQ==,Palermo,3,2,74,65,263000,Departamento
3MQXekkSf4WW8DY7rc8DZg==,Palermo,3,2,74,65,263000,Departamento
sN2BL0c6LtVfwZvnOVcGdA==,Palermo,3,1,83,75,470000,Departamento
LsTP2fIB91BRo1RtFtDKBQ==,Palermo,4,3,174,110,630000,Departamento
5mcSmA2kfhc4219s16q2pQ==,Barracas,3,2,71,65,192000,Departamento
NZfzIPYoj0rOaSX0RNZzpQ==,Barracas,3,2,110,65,302500,Departamento
JLcKWBc75Qgbm/qUu0He8Q==,Barracas,3,2,70,65,192500,Departamento
EsFV3IyzbWJKcMynQccBQw==,Barracas,3,2,70,65,206250,Departamento
s469QdyWyJm9cLNqjEFplw==,Barracas,3,2,71,65,195250,Departamento
D1rlXTda1PTbgaVBYXDCVA==,Belgrano,3,3,85,71,460000,Departamento
qF8rTzRQQ4hKf+fn/6tQIQ==,Belgrano,3,3,92,82,395000,Departamento
omq8hZ1n8t6IGiLaaDsAzA==,Floresta,3,1,52,52,88000,Departamento
e4f5ggJaWWkvk1HV36GO7A==,Recoleta,3,2,90,90,315000,Departamento
hsSkj5JCFNfL59KD8BKCLQ==,Recoleta,3,2,82,82,250000,Departamento
rikadYQhjnXI5xfuyt/n6A==,Recoleta,3,2,88,79,345000,Departamento
eKT6sWTy2uHuV7W9YDi0Mg==,Recoleta,3,1,128,73,320000,Departamento
plYaWdab/95pfjqA2WDBZw==,Saavedra,3,1,109,63,265000,Departamento
5l13Yv3OvKbWVoVyRpZx1Q==,Balvanera,3,1,56,56,119000,Departamento
CWUe/MuEpzLrD6aLVU4muw==,Caballito,4,1,61,61,105000,Departamento
a9GE76M9JYP4QlHs48j8JQ==,Caballito,3,1,67,64,220000,Departamento
Z4+uJaPHyROmkZ1nxItivA==,Caballito,3,1,74,59,129900,Departamento
6xPN4Y6yDuuKAUrtE3Ftbw==,Caballito,3,1,56,53,102000,Departamento
IgGyRcb4neB7e/aHoAaBLQ==,Monserrat,3,1,60,50,134000,Departamento
fYjg3F3ks8SVRPAFdsYGGQ==,Agronomía,3,1,64,57,135000,Departamento
e0wNgWpoLH1t05ICqO5q4w==,Villa Luro,3,1,70,60,105000,Departamento
awTl7jfA4Mrlet+S9AHg1Q==,Barrio Norte,3,1,57,57,172000,Departamento
B0uT7yJA8hpoLYQzHwsh6w==,Villa Crespo,3,1,73,59,182936,Departamento
Z68gFk20xNARxsbO04DZKQ==,Constitución,3,1,83,51,110000,Departamento
XbUjdEseoVeAJakzfm5Pdg==,San Cristobal,3,2,125,125,330000,Departamento
qCPLKVeq72tBQUs61i2SfA==,San Cristobal,3,1,79,68,175904,Departamento
t4tHwyjj2dKAfmBMAyul+w==,San Cristobal,3,1,79,68,201167,Departamento
PNRFoXzYhHuGja5jQpZGlQ==,San Cristobal,3,1,79,68,179647,Departamento
/kCIihIzlcYtyTvmVjg4uw==,San Cristobal,3,1,78,67,207346,Departamento
LRsjo4DHN14+NhKhJWriPQ==,San Cristobal,3,1,79,68,191811,Departamento
TF7kACozQRYJXD0m/hJaCA==,San Cristobal,3,1,79,68,196489,Departamento
p31EKllspiKvjfwREsQB6g==,San Cristobal,3,1,78,67,186630,Departamento
oB7I7fPKnQkupecXSDbHfA==,Mataderos,4,2,63,51,147000,PH
TqwnW2yfNPR0bdJz8SFbhQ==,Colegiales,5,2,212,144,515000,Casa
zdke0/CQ0pf6Oj1e3noCDQ==,Villa Devoto,5,2,155,101,275000,Casa
KAQeR3De86RxkZlplbFjNw==,Once,4,3,109,96,275000,Departamento
HiUVwiJvuFmx4rx+ibL24Q==,Almagro,4,1,85,74,239000,Departamento
LJknskSurR3ECqDdVHZAPA==,Palermo,5,4,194,176,830000,Departamento
dusQvXgnPCFZiu9D0y23KA==,Palermo,4,4,224,200,650000,Departamento
1lhqswvjGTwZSqhDYOcrtQ==,Barracas,4,3,126,86,346500,Departamento
M4gOoedwL+A/pMDaxBbl4Q==,Belgrano,4,2,112,105,540000,Departamento
h+DzYuHS3r8TfX7CvRQ3qw==,Belgrano,4,2,137,130,440000,Departamento
Nt2vs6FbPi3TppY46zJ++Q==,Belgrano,4,1,84,80,267000,Departamento
jQ28kZp1gY7zzaO9mEIBvg==,Belgrano,4,2,80,80,260000,Departamento
obO9WTBpCXK2XCT9T0bDWg==,Belgrano,5,3,172,160,645000,Departamento
GY1Dq87NzzWYNKak7QqjIw==,Belgrano,4,2,135,135,450000,Departamento
OFd7lI4ICtMiETWWEkv0Lw==,Recoleta,4,2,104,104,410000,Departamento
cH4s3txbiCkm3haAxW1nog==,Recoleta,4,3,137,126,530000,Departamento
S5a+sZBQc8b9s8gAMKFcqw==,Recoleta,5,2,266,232,630000,Departamento
hkkHCtlm244CGNX/buaUxA==,Recoleta,6,3,185,185,430000,Departamento
GcGhRYiIw0aijh8wuq+cOA==,Recoleta,5,3,140,140,410000,Departamento
HxbaVt/aueX1hfvglfJ61g==,Recoleta,4,2,104,99,290000,Departamento
cMMM68RH/cfoTP0N5D0CaA==,Recoleta,4,3,155,143,440000,Departamento
93iMQeK3QIkyjqdX+vWd/A==,Recoleta,4,2,80,80,260000,Departamento
97/IxDOFXN+unZToRPi6yw==,Recoleta,4,2,121,113,430000,Departamento
qSAqA2DN4cjjBo5J/mWd8A==,Recoleta,5,3,200,200,610000,Departamento
jAT6Uj6BKHqchl9+98jvSw==,Recoleta,5,2,224,224,690000,Departamento
GdRjr2gSwXvNmAQIwtDFpw==,Caballito,4,2,92,82,237000,Departamento
6uus6dC1o+cZ97iO5aAh5g==,Barrio Norte,4,2,96,92,290000,Departamento
y5RFZp6NyFyzSrAfGmgf6w==,Las Cañitas,4,2,125,112,680000,Departamento
i4BXNOu+A1R4GTOV2dvoig==,Villa Crespo,4,1,73,61,155000,Departamento
V+0/NRZ9YyVIPqiMXdHwEQ==,Villa Crespo,4,2,117,93,260000,Departamento
gRJOxEGmhHGjrrDQaIGdOg==,Villa Crespo,4,2,80,74,185000,Departamento
LT3hlfohYQUlL+tmFHTiqw==,Villa Crespo,4,2,117,93,260000,Departamento
nl/kk++9rAkRFi5io51SFg==,Belgrano,5,2,117,110,350000,Departamento
oN35HT7CWsmP+ca1HD1W+Q==,Recoleta,5,2,166,156,540000,Departamento
4xOnN2pNT4E1HgLn9RFRMQ==,Balvanera,5,2,143,138,195000,Departamento
wWFLjP77+HvtrMilIRQLYA==,Belgrano,6,4,287,260,680000,Departamento
1mi9jcNuwoujf7O1ml77qw==,Palermo,3,2,79,79,259000,PH
pAq2gsr//MMdoBs1kS79Vw==,Palermo,3,2,79,79,259000,PH
m89X+oKYdWygwnOTY6BoXQ==,Constitución,4,1,65,65,105000,PH
YUpkbpMyOrwcO5ab2zG/jw==,Villa General Mitre,3,2,49,49,105000,PH
svwTsn8zOhaceyEk7HZCnA==,Floresta,1,3,177,150,209900,Casa
Z70AAuwnXoMim2o64SsHcg==,Villa Luro,2,1,97,70,134900,Casa
lqPNX7XuHpf64hwUQ1UVTg==,Villa Luro,2,2,47,47,189900,Casa
rKbHb7BEDLfO+hukRzNGhA==,Villa Luro,1,1,54,33,115900,Casa
Gbzt/mttA21VPndDACMmJQ==,Villa Luro,2,2,81,64,259900,Casa
Zlzy5AB2HIwFg7eNcm2p+g==,Villa Urquiza,3,2,190,150,340000,Casa
6LIGFUxR9+4qHpquwHuhuw==,Villa Urquiza,3,1,195,110,220000,Casa
qCYXx6MKUFb/TxwtTI146Q==,Boedo,1,1,34,34,95000,Departamento
b0QwPK0FXEKIwZdien3GPg==,Nuñez,3,2,132,124,720000,Departamento
uMfq3qCNHIlOmzJQmWf4tA==,Nuñez,2,1,68,36,172000,Departamento
LbA6BXsKYlx0wGTOihm7ug==,Almagro,2,1,42,42,110000,Departamento
I8ctMZerWJE9+ALp7Zd93g==,Palermo,2,1,62,59,160000,Departamento
eklTjd3gI/CL2sLM3u/cQA==,Palermo,1,1,33,31,105000,Departamento
bpDRl9C9FspEROA1e8O6Vw==,Palermo,2,1,42,35,134500,Departamento
ZivyBjRNuBBClU7La4/OFw==,Palermo,1,1,30,30,93000,Departamento
WHuiaPrBStVLMpNJWT8FJw==,Palermo,4,1,72,65,260000,Departamento
ToVR8AAEiIuF25KvtyCcHg==,Palermo,3,3,93,89,385000,Departamento
9wZd9XOZK0kmlYCUZJax6A==,Palermo,4,2,81,70,220000,Departamento
vZS7LB4i1npir6ZEvhqnmQ==,Palermo,2,1,42,35,134500,Departamento
PRiYRyk3QBB8MjdmZ/xWkg==,Barracas,2,1,49,46,130000,Departamento
Hg1j0Rq3BpwPkSZYl06M7A==,Belgrano,1,1,30,27,108000,Departamento
kjzkQELlyi7knJnavrn6KA==,Belgrano,4,2,176,89,450000,Departamento
Y4xO2bjn4av9hR501WlW1w==,Belgrano,1,1,41,34,115000,Departamento
uvP3z9miIU6CUFuT2QSa1g==,Belgrano,1,1,32,26,90000,Departamento
kgaUNnsg7ShrfDgTPUt9bA==,Recoleta,1,1,32,32,105000,Departamento
Ko7e7YfVs4zcG58bMdhC7Q==,Saavedra,1,1,40,37,140000,Departamento
ZF3motHsrOpQRkRzryMbgg==,Saavedra,2,2,42,42,135000,Departamento
W5fzgPSLr/5HPj4l5+i3ZQ==,Balvanera,2,1,47,35,115000,Departamento
sm6rmChekghQIuFttwkrBA==,Caballito,3,1,79,79,210000,Departamento
Xm1eB2i6JALzTMaQkUKpBw==,Caballito,1,1,32,30,95000,Departamento
PbNNRMbDFBtZv+shYZ0GJA==,Caballito,3,2,132,132,370000,Departamento
X2XnYlds/zLqSODbyKsrhw==,Chacarita,3,2,77,69,230000,Departamento
YjcCtJuMHPocv37AVMhNZg==,Barrio Norte,1,1,34,29,120000,Departamento
RK8ThJu+piNMYxZUvzaTLA==,Constitución,3,2,107,107,180000,Departamento
crXCzAkggYE7qfRwz+ykjg==,Constitución,3,2,107,107,180000,Departamento
vV/mohlCF4dh8h4F/A+rUg==,Puerto Madero,4,2,140,140,800000,Departamento
72xy+E4J4tT5AMCHv22WWg==,San Cristobal,1,1,47,44,99000,Departamento
rHkSoQOfBn2sI5NX6KD+Gw==,Villa Ortuzar,2,1,90,60,257000,Departamento
yg3InEZ1dWHBVzsnnMAh6g==,Villa Urquiza,1,1,39,36,149000,Departamento
e0xTWD6q5roGieOVXqiN1Q==,Villa Urquiza,1,1,44,39,129000,Departamento
pM6DECjAAiXK7idEiilqyg==,Villa Urquiza,2,2,110,101,290000,Departamento
ahz5ztCZk2oSXK1xE9s/hw==,Villa Pueyrredón,1,1,32,29,90000,Departamento
KfP0zHVnei5KxbuqIhm72A==,Belgrano,1,1,35,29,115000,Departamento
vZUUvfi+oI4rKTH+ifVRMg==,Coghlan,2,1,98,55,187000,PH
Ldtf7YNikdQQlfUPUcf6Iw==,Liniers,2,1,45,36,75000,PH
n/MLdQRlbR2L0kwgzK0IIw==,Palermo,2,1,62,50,210000,PH
h8bVmPo6d8qAcJZA9ZkC1Q==,Paternal,2,1,83,47,133000,PH
j1agUznp8TFvStTmARXldg==,Mataderos,1,1,75,67,124000,PH
zsSF4eKZTk32HQjv5Ozqdg==,San Telmo,2,1,79,64,135000,PH
